,PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon,province
19897,0.7,0.75,0.08,0.18,0.12,78.24,4.13,1.72,258.94,33.33,62511.36,35.8,98.21,青海省
19898,0.71,0.75,0.08,0.17,0.12,78.35,5.14,2.58,257.49,37.42,62019.88,35.8,98.38,青海省
19899,0.7,0.74,0.08,0.16,0.12,78.46,7.52,2.64,256.2,40.17,60604.07,35.81,98.55,青海省
19900,0.67,0.71,0.08,0.14,0.12,78.99,10.49,1.1,255.97,39.58,59702.57,35.82,98.71,青海省
19901,0.63,0.67,0.08,0.12,0.12,79.85,12.56,-1.8,256.06,38.92,59427.13,35.83,98.88,青海省
19902,0.62,0.65,0.08,0.13,0.12,79.72,13.13,-2.25,255.94,37.9,59442.79,35.84,99.05,青海省
19903,0.59,0.63,0.08,0.13,0.12,80.97,13.14,0.75,255.5,39.63,59086.2,35.84,99.21,青海省
19904,0.56,0.59,0.08,0.12,0.12,82.35,15.39,1.13,255.17,39.96,58419.23,35.85,99.38,青海省
19905,0.53,0.57,0.08,0.12,0.12,83.67,18.82,-2.15,257.91,33.07,60065.77,35.86,99.55,青海省
19906,0.54,0.57,0.08,0.14,0.12,83.78,18.58,-3.87,261.86,25.12,62868.24,35.87,99.72,青海省
19907,0.58,0.62,0.09,0.17,0.12,81.15,10.78,-3.78,264.11,22.1,64782.39,35.87,99.88,青海省
19908,0.79,0.87,0.16,0.34,0.13,77.07,2.29,-0.3,264.79,22.02,66839.98,35.88,100.05,青海省
19909,0.88,0.98,0.19,0.4,0.13,78.45,0.85,0.9,265.25,21.14,68252.87,35.88,100.22,青海省
19910,0.9,1,0.19,0.39,0.13,77.99,2.65,0.37,266.26,19.59,69746.05,35.89,100.39,青海省
19911,1.07,1.21,0.25,0.45,0.13,76.02,3.29,0.43,267.39,18.57,71411.59,35.9,100.55,青海省
19912,1.1,1.25,0.29,0.53,0.13,77.3,3.73,0.65,267.29,18.38,71191.1,35.9,100.72,青海省
19913,1.11,1.27,0.32,0.57,0.13,75.94,6.1,0.06,266.62,19.12,70489.75,35.91,100.89,青海省
19914,1.03,1.17,0.27,0.51,0.13,74.59,10.13,-0.62,265.8,20,69479.98,35.91,101.06,青海省
19915,1.07,1.21,0.27,0.5,0.13,74.56,11.31,-0.57,267.19,18.24,70519.45,35.92,101.22,青海省
19916,1.35,1.53,0.31,0.61,0.14,73.18,6.64,1,269.67,16.02,73650.38,35.92,101.39,青海省
19917,1.46,1.68,0.32,0.59,0.15,75.02,5.2,1.74,266.55,19.19,70635.27,35.93,101.56,青海省
19918,1.41,1.65,0.39,0.59,0.14,73.31,11.2,0.43,263.38,22.64,66853.89,35.93,101.73,青海省
19919,5.53,6.62,3.38,3.3,0.19,71.01,14.37,-1.51,267.88,17.62,71092.66,35.93,101.9,青海省
19920,7.57,8.86,4.68,4.74,0.21,70.45,11.78,-3.73,271.09,16.5,75339.36,35.94,102.06,青海省
19921,9.44,11,5.87,6.14,0.22,68.39,8.88,-3.98,269.67,20.26,74824.44,35.94,102.23,青海省
19922,12.14,14.17,8.14,8.4,0.24,64.87,6.65,-2.16,268.02,25.17,73840.12,35.95,102.4,青海省
19923,17.16,22.11,11.25,11.44,0.35,61.19,5.22,-1.36,267.07,29.39,73544.17,35.95,102.57,青海省
19924,28.54,40.58,16.21,17.25,0.68,57.3,4.69,-1.49,267.59,31.57,75301.23,35.95,102.73,青海省
19925,55.11,82.78,26.98,29.67,1.41,47.15,2,-3.93,266.8,37.24,77888.73,35.95,102.9,青海省
19926,84.04,121.22,37.28,40.27,1.88,34.18,-0.76,-4.31,263.57,49.31,79900.38,35.96,103.07,甘肃省
19927,86.85,124.37,35.69,42.61,1.99,36.29,-2.43,-1.86,263.29,51.4,80654.8,35.96,103.24,甘肃省
19928,87.47,124.86,34.14,44.18,2.11,37.92,-4.02,0.36,264.23,45.98,79165.48,35.96,103.41,甘肃省
19929,94.16,132.02,36.42,49.09,2.16,32.52,-3.71,0.08,264.01,46.3,78741.95,35.96,103.57,甘肃省
19930,104.49,140.03,45.01,52.54,2.25,28.05,-2.71,0.24,264.87,43.37,79369.07,35.97,103.74,甘肃省
19931,99.75,131.42,35.67,41.57,2.26,34.41,-1.83,1.03,265.56,40.74,79943.02,35.97,103.91,甘肃省
19932,83.26,110.02,15.31,20.02,2.02,50.19,-2.56,1.37,266.04,39.32,81035.51,35.97,104.08,甘肃省
19933,67.94,88.03,12.35,16.08,1.74,52.5,-4.15,0.29,265.16,40.52,79647.03,35.97,104.24,甘肃省
19934,61.1,77.32,11.16,14.54,1.68,53.41,-3.1,-1.25,263.85,42.82,78006.69,35.97,104.41,甘肃省
19935,58.87,73.09,11.61,14.82,1.77,53.84,-0.93,-1.47,263.85,44.19,79154.58,35.97,104.58,甘肃省
19936,60.38,73.84,12.81,16.62,1.95,52.49,0.13,-1.39,264.13,43.85,80284.47,35.97,104.75,甘肃省
19937,53.08,64,11.61,15.38,1.83,52.92,0.7,-1.57,264.51,42.61,80908.25,35.97,104.92,甘肃省
19938,39.07,45.49,8.84,11.04,1.36,53.68,0.81,-1.52,264.82,42.31,81273.97,35.97,105.08,甘肃省
19939,30.23,34.28,7.6,8.93,1.06,56.4,0.56,-1.26,264.92,42.49,80737.07,35.97,105.25,甘肃省
19940,26.91,29.32,8.52,8.59,0.99,55.67,0.97,-1.63,264.64,43.17,80027.46,35.97,105.42,宁夏回族自治区
19941,25.08,26.82,10.74,8.88,0.98,55.58,1.9,-2.58,264.61,41.92,79514.13,35.97,105.59,宁夏回族自治区
19942,21.28,21.86,11.69,8.02,0.8,55.82,2.47,-2.92,264.6,41.08,79336.57,35.97,105.76,宁夏回族自治区
19943,11.63,13.41,8.34,7.42,0.73,55.83,3.04,-2.84,264.34,41.43,78887.19,35.97,105.92,宁夏回族自治区
19944,10.84,12.49,8.24,6.86,0.57,55.59,4.14,-3.57,264.59,40.83,78963.28,35.97,106.09,宁夏回族自治区
19945,9.64,11.11,7.76,5.95,0.22,56.79,4.75,-4.49,266.2,37.28,80981.27,35.97,106.26,宁夏回族自治区
19946,9.86,11.37,7.67,6.55,0.22,56.26,4.74,-3.99,267.24,36.49,82684.03,35.96,106.43,宁夏回族自治区
19947,10.03,11.57,7.3,6.93,0.22,55.83,4.89,-3.33,267.19,36.85,82967.41,35.96,106.59,宁夏回族自治区
19948,8.74,10.05,6.13,6.23,0.21,55.73,4.4,-2.92,267.54,36.08,83599.55,35.96,106.76,宁夏回族自治区
19949,7.87,9.06,5.14,4.81,0.2,56.1,3.48,-2.94,268.26,34.97,84762.99,35.96,106.93,甘肃省
19950,7.07,8.11,4.16,3.62,0.2,55.96,3.06,-3.66,268.7,34.72,85746.47,35.95,107.1,甘肃省
19951,6.61,7.6,3.71,3.21,0.2,55.99,2.88,-4,268.92,34.99,86569.91,35.95,107.27,甘肃省
19952,6.92,8.03,3.5,3.11,0.2,55.51,2.58,-3.82,268.44,36.86,86629.85,35.95,107.43,甘肃省
19953,8.55,10.11,3.93,3.49,0.22,54.72,2.34,-3.57,267.77,39.31,86388.66,35.95,107.6,甘肃省
19954,9.26,11.11,5.55,4.93,0.24,53.22,2.03,-3.71,268.21,39.56,87593.52,35.94,107.77,甘肃省
19955,8.89,10.69,5.52,4.95,0.24,53.3,1.87,-3.87,268.68,38.89,88576.52,35.94,107.94,甘肃省
19956,7.05,8.35,3.78,3.39,0.22,54.22,2.21,-3.83,268,40.42,87774.15,35.93,108.1,甘肃省
19957,6.5,7.68,3.42,2.93,0.21,55.3,3.04,-3.7,266.77,43.49,86211.04,35.93,108.27,甘肃省
19958,6.25,7.38,3.33,2.69,0.21,55.63,3.77,-3.46,265.89,46.26,85199.12,35.93,108.44,甘肃省
19959,5.82,6.82,3.42,2.48,0.2,56.99,3.79,-3.14,265.91,46.98,85390.55,35.92,108.61,陕西省
19960,5.96,7.04,3.69,2.56,0.2,55.21,3.37,-3.31,266.45,46.3,86467.16,35.92,108.78,陕西省
19961,6.3,7.51,4.2,2.81,0.2,53.6,2.67,-3.53,267.34,44.5,88094.23,35.91,108.94,陕西省
19962,7,8.43,5.1,3.33,0.21,51.76,1.79,-3.7,267.85,43.31,89190.59,35.91,109.11,陕西省
19963,8.91,10.94,8.97,4.94,0.25,48.81,0.92,-3.8,267.8,43.05,89609.16,35.9,109.28,陕西省
19964,9.64,11.83,10.12,5.41,0.26,47.62,0.61,-3.91,267.26,43.85,89393.93,35.9,109.45,陕西省
19965,9.37,11.39,8.84,4.84,0.25,47.69,1.3,-4.23,265.52,47.61,87569.54,35.89,109.61,陕西省
19966,8.37,9.92,8.03,4.39,0.23,50.28,2.22,-3.47,264.27,50.62,85926.45,35.88,109.78,陕西省
19967,8.33,9.88,7.78,4.38,0.22,49.62,2.86,-3.82,264.14,51.03,86222.15,35.88,109.95,陕西省
19968,8.6,10.01,8.19,4.52,0.22,50.84,3.64,-5.19,264.11,51.41,86682.52,35.87,110.12,陕西省
19969,9.23,10.83,8.41,4.87,0.23,49.25,3.65,-6.71,264.94,49.37,88361.64,35.87,110.28,陕西省
19970,10.36,12.15,9.28,5.59,0.24,47.92,2.89,-7.93,267.15,44.22,92073.03,35.86,110.45,陕西省
19971,13.17,15.58,12.74,7.26,0.27,46.6,2.63,-7.93,267.72,41.71,92948.02,35.85,110.62,山西省
19972,14.62,17.22,15,7.67,0.28,46.54,3.27,-7.63,265.66,46.15,89709.97,35.84,110.79,山西省
19973,16.1,18.74,16.81,8.14,0.29,45.99,3.42,-5.39,264.27,49.42,87363.17,35.84,110.95,山西省
19974,20.58,24.14,20.49,9.78,0.32,42.7,0.93,-3.39,266.5,43.5,90543.72,35.83,111.12,山西省
19975,43.09,53.91,46.82,19.65,0.53,33.88,-1.14,-3.12,269.49,38,95853.93,35.82,111.29,山西省
19976,57.16,68.53,62.11,23.41,0.62,32.4,-0.65,-3.7,269.41,38.03,96345.25,35.81,111.45,山西省
19977,58.98,70.67,64.97,23.94,0.64,33.6,0.63,-3.73,268.03,39.68,94260.26,35.8,111.62,山西省
19978,52.1,89.43,51.33,19.79,1.18,37.53,2.63,-3.32,266.84,41.89,92357.95,35.8,111.79,山西省
19979,45.32,78.31,42.54,17.27,1.05,37.68,5.65,-3.79,265.01,44.92,89491.04,35.79,111.96,山西省
19980,41.06,71.2,38.98,16.29,0.98,39.89,7.31,-4.88,264.66,44.78,88654.59,35.78,112.12,山西省
19981,40.16,70.76,35.91,15.69,0.99,40.99,6.03,-5.35,266.11,42.45,90484.98,35.77,112.29,山西省
19982,41.58,74.48,35.88,16.39,1.07,40.54,4.8,-5.52,266.36,42.17,91159.54,35.76,112.46,山西省
19983,44.61,82.01,39.52,18.42,1.22,39.06,4.89,-5.77,265.86,43.29,90632.65,35.75,112.62,山西省
19984,55.52,111.85,58.18,24.46,1.64,34.61,4.23,-5.5,266.19,42.42,91199.18,35.74,112.79,山西省
19985,59.71,127.73,64.2,26.67,1.75,33.94,2.72,-5.08,266.68,41.71,92106.73,35.73,112.96,山西省
19986,57.2,123.73,58.11,24.66,1.61,36.13,2.94,-4.55,265.24,43.5,90565.16,35.72,113.13,山西省
19987,48.23,104.72,48.71,21.33,1.31,39.28,6.48,-5.14,263.16,47.86,87275.62,35.71,113.29,山西省
19988,45.02,98.32,46.31,20.29,1.2,40.59,8.77,-5.32,263.28,45.64,86540.67,35.7,113.46,山西省
19989,45.41,100.98,43.76,20.6,1.18,38.72,4.61,-4.61,266.71,37.83,90717.43,35.69,113.63,河南省
19990,48.38,115.63,44.08,23.1,1.33,35.9,0.64,-6.03,269.01,34.9,95413.05,35.68,113.79,河南省
19991,55.23,140.96,53.6,29.89,1.68,29.93,0.89,-6.9,269.53,35.35,97242.35,35.67,113.96,河南省
19992,65.11,174.02,66.92,37.67,2.16,23.8,0.77,-6.74,270.37,36.81,99483.39,35.65,114.13,河南省
19993,76.86,211.74,74.5,41.73,2.66,21.96,-0.13,-6.75,270.8,37.11,101656.94,35.64,114.29,河南省
19994,82.89,230.79,73.62,41.22,2.83,23.01,-0.61,-6.25,270.25,38.92,102051.52,35.63,114.46,河南省
19995,85.27,232.3,66.84,38.54,2.79,23.74,-0.75,-5.98,269.8,40.16,102064.96,35.62,114.63,河南省
19996,87.38,232.38,62.17,37.25,2.74,23.36,-0.88,-5.34,269.46,41.29,102129.3,35.61,114.79,河南省
19997,88.26,234.37,61.33,37.76,2.71,22.03,-0.74,-4.87,269.26,42.5,102087.84,35.59,114.96,河南省
19998,89.35,240.24,62.18,39.39,2.72,19.97,-0.31,-4.83,269.32,43.11,101955.52,35.58,115.12,河南省
19999,89.89,241.33,58.01,40.1,2.67,19.01,0.19,-4.98,269.31,44.55,101893.5,35.57,115.29,河南省
20000,84.75,225.97,56.79,41.38,2.49,18.12,0.72,-5.16,269.27,45.54,101935.38,35.55,115.46,山东省
20001,79.28,206.06,55.61,43.12,2.28,17.42,1.22,-5.51,269.27,45.47,102017.73,35.54,115.62,山东省
20002,74.72,191.76,56.25,45.3,2.15,16.77,1.47,-5.61,269.12,47.19,102058.73,35.53,115.79,山东省
20003,75.58,188.62,55.44,46.78,2.07,16.78,1.68,-5.59,268.92,49.48,102100.44,35.51,115.96,山东省
20004,74.45,183.21,55.1,47.64,1.95,17.08,1.85,-5.25,268.73,52.34,102200.31,35.5,116.12,山东省
20005,76.51,184.43,60.27,49.52,1.89,16.54,2.03,-5.18,268.6,53.66,102236.7,35.48,116.29,山东省
20006,79.84,189.95,69.51,51.51,1.91,15.96,2.28,-5.12,268.59,54.6,102248.48,35.47,116.45,山东省
20007,85.57,206.04,92.6,54.76,2.12,14.33,2.36,-5.1,268.48,54.98,102257.12,35.45,116.62,山东省
20008,91.47,225.68,109.34,58.09,2.35,12.46,2.27,-5.07,268.23,56.37,102187.22,35.44,116.79,山东省
20009,92.7,228.67,109.93,58.73,2.37,12.68,2.17,-5.02,267.98,56.94,101811.84,35.42,116.95,山东省
20010,87.79,210.36,86.51,55.7,2.12,15.91,2.56,-5.05,267.69,56.76,100825.78,35.41,117.12,山东省
20011,85.9,201.01,75.53,53.59,2,17.79,3.32,-5.21,267.44,56.59,99774.27,35.39,117.28,山东省
20012,85.49,194.22,73.57,52.81,1.96,17.91,3.95,-5.01,267.45,56.38,99301.85,35.38,117.45,山东省
20013,86.95,191.18,71.2,52.73,1.94,17.47,4.57,-4.8,267.61,56.46,99385.5,35.36,117.61,山东省
20014,91.59,196.03,71.11,53.72,2.03,16.02,5.16,-5.03,267.72,57.38,99811.39,35.35,117.78,山东省
20015,93.68,194.82,67.92,53.99,1.99,15.58,5.23,-4.93,267.87,57.44,100163.02,35.33,117.94,山东省
20016,93.54,190.71,63.32,53.41,1.93,15.79,4.92,-4.87,268.09,56.89,100398.94,35.31,118.11,山东省
20017,96.85,193.6,71.06,54.73,2,14.62,4.64,-4.41,268.39,56.49,100786.79,35.3,118.28,山东省
20018,101.86,197.78,79.46,56.42,2.07,13.73,4.46,-4.33,268.46,57.5,101141.63,35.28,118.44,山东省
20019,105.44,194.82,77.46,56.65,2.09,14.41,4.53,-4.46,268.33,58.84,101198.3,35.26,118.61,山东省
20020,107.73,192.76,81.26,56.93,2.1,14.82,4.77,-4.61,268.1,60.89,100934.94,35.24,118.77,山东省
20021,106.43,186.88,85.16,56.87,2.06,15.75,5.23,-4.24,268.13,60.42,100740.3,35.23,118.94,山东省
20022,106.57,186.35,84.1,56.94,2.03,15.93,5.49,-4.16,268.76,59.88,101024.59,35.21,119.1,山东省
20023,104.73,178.64,78.01,55.42,1.88,14.83,5.85,-4.07,268.81,56.49,101671.58,35.19,119.27,山东省
20024,2.01,2.13,0.31,2.9,0.12,78.79,14.52,9.39,261.05,31.8,54685.91,33.45,78.89,西藏自治区
20025,1.87,1.98,0.29,2.22,0.12,80.19,12.6,9.54,261.71,30.38,55746.98,33.48,79.05,西藏自治区
20026,1.74,1.85,0.27,1.69,0.12,81.06,11.86,8.48,261.23,31.77,55494.52,33.51,79.21,西藏自治区
20027,1.7,1.8,0.27,1.09,0.12,84.92,10.24,5.63,260.18,33.32,56176.32,33.55,79.37,西藏自治区
20028,1.61,1.71,0.27,0.67,0.12,89.87,7.87,3.68,260.21,32.93,57790.84,33.58,79.52,西藏自治区
20029,1.49,1.59,0.23,0.58,0.12,90.86,6.38,2.04,261.08,30.36,58942.91,33.61,79.68,西藏自治区
20030,1.4,1.49,0.22,0.57,0.12,90.35,6.21,-0.18,260.78,29.82,58240.77,33.64,79.84,西藏自治区
20031,1.35,1.44,0.21,0.56,0.12,89.56,5.65,-0.96,259.81,30.76,57273,33.67,80,西藏自治区
20032,1.35,1.44,0.21,0.63,0.12,88.71,3.7,-0.77,258.83,32.43,57076.4,33.71,80.16,西藏自治区
20033,1.31,1.39,0.21,0.6,0.12,88.53,1.27,-0.59,257.69,35.16,57135.23,33.74,80.32,西藏自治区
20034,1.26,1.35,0.2,0.53,0.12,87.97,-0.15,0.45,257.18,36.53,56982.55,33.77,80.48,西藏自治区
20035,1.22,1.31,0.19,0.42,0.12,88.21,0.79,2.33,256.87,37.88,55903.32,33.8,80.64,西藏自治区
20036,1.17,1.25,0.19,0.35,0.12,89.14,2.51,3.01,256.74,38.43,55539.42,33.83,80.8,西藏自治区
20037,1.11,1.18,0.18,0.33,0.12,90.36,3.07,3.02,257.83,36.45,55835.44,33.86,80.96,西藏自治区
20038,1.11,1.19,0.18,0.32,0.12,89.95,3.96,2.6,257.08,39.84,55012.17,33.89,81.12,西藏自治区
20039,1.1,1.18,0.18,0.31,0.12,89.83,5.23,2.66,255.78,45.58,54529.32,33.92,81.28,西藏自治区
20040,1.08,1.15,0.17,0.3,0.12,90.57,5.68,3.29,255.57,47.93,55150.89,33.95,81.44,西藏自治区
20041,1.03,1.1,0.16,0.27,0.12,90.82,5.69,4.19,256.16,46.55,55497.74,33.98,81.6,西藏自治区
20042,0.96,1.03,0.15,0.24,0.12,93.78,4.77,2.34,255.91,47.26,55404.73,34.01,81.76,西藏自治区
20043,0.89,0.95,0.15,0.22,0.11,91.9,5.03,1.94,255.57,47.96,53960.54,34.04,81.92,西藏自治区
20044,0.87,0.93,0.14,0.21,0.11,91.04,9.32,4.73,254.24,49.37,52117.48,34.07,82.08,西藏自治区
20045,0.83,0.89,0.13,0.21,0.11,90.02,13.62,6.87,256.56,42.31,52864.45,34.1,82.24,西藏自治区
20046,0.81,0.87,0.13,0.21,0.11,89.6,12.48,4.33,258.85,36.71,54510.41,34.13,82.4,西藏自治区
20047,0.79,0.84,0.12,0.2,0.12,89.3,9.53,0.95,258.03,38.14,54697.97,34.16,82.56,西藏自治区
20048,0.77,0.82,0.12,0.19,0.12,88.44,9.36,0.35,257.36,39.21,54545.08,34.18,82.72,西藏自治区
20049,0.75,0.8,0.11,0.19,0.12,89.15,9.95,0.64,257.02,39.73,54207.08,34.21,82.88,西藏自治区
20050,0.73,0.78,0.11,0.18,0.12,89.16,10.25,1.65,256.59,40.25,53781.66,34.24,83.04,西藏自治区
20051,0.72,0.77,0.11,0.18,0.12,89,10.64,3.05,256.22,40.66,53577.76,34.27,83.2,西藏自治区
20052,0.71,0.76,0.1,0.17,0.12,88.91,12.16,5.03,256.16,40.99,53323.11,34.3,83.36,西藏自治区
20053,0.69,0.74,0.1,0.17,0.12,89.08,13.95,5.38,257.8,37,53812.54,34.32,83.53,西藏自治区
20054,0.68,0.72,0.1,0.17,0.12,88.35,12.79,3.37,259.08,34.18,54768.52,34.35,83.69,西藏自治区
20055,0.67,0.72,0.1,0.16,0.12,87.5,10.86,2.1,257.96,37.08,54461.84,34.38,83.85,西藏自治区
20056,0.67,0.72,0.1,0.16,0.12,86.71,10.87,2.39,257.16,38.76,53976.34,34.4,84.01,西藏自治区
20057,0.68,0.73,0.09,0.16,0.12,85.73,9.95,3.48,257.48,37.7,54724.72,34.43,84.17,西藏自治区
20058,0.68,0.73,0.09,0.16,0.12,85.08,8.86,4.1,256.99,38.18,54399.85,34.46,84.33,西藏自治区
20059,0.68,0.73,0.09,0.15,0.12,84.68,10.95,3.68,256.02,39.21,53230.07,34.48,84.5,西藏自治区
20060,0.67,0.72,0.09,0.15,0.12,84.2,12.83,3.49,256.96,35.31,53470.62,34.51,84.66,西藏自治区
20061,0.68,0.73,0.09,0.15,0.12,83.33,11.25,3.49,256.8,35.68,53634,34.54,84.82,西藏自治区
20062,0.69,0.74,0.1,0.15,0.12,83.83,9.45,3.45,255.3,40.21,52783.3,34.56,84.98,西藏自治区
20063,0.7,0.75,0.1,0.15,0.12,83.84,9.65,4.99,254.31,43.51,52141.84,34.59,85.14,西藏自治区
20064,0.71,0.76,0.1,0.14,0.12,83.95,9.92,6.17,253.97,45.24,52204.14,34.61,85.31,西藏自治区
20065,0.7,0.75,0.1,0.14,0.11,84.43,9.86,7.29,253.81,46.63,52256.66,34.64,85.47,西藏自治区
20066,0.67,0.72,0.1,0.13,0.11,85.42,11.64,8.04,254.33,42.83,52059.55,34.66,85.63,西藏自治区
20067,0.64,0.69,0.1,0.13,0.11,86.27,14.41,7.24,256.07,35.82,52619.97,34.69,85.79,西藏自治区
20068,0.62,0.66,0.1,0.13,0.11,86.66,15.47,5.54,258.01,30.58,53622.44,34.71,85.96,西藏自治区
20069,0.61,0.65,0.09,0.12,0.11,86.73,15.38,3.87,258.7,28.65,54018.95,34.73,86.12,西藏自治区
20070,0.61,0.65,0.09,0.12,0.11,86.53,15.12,2.19,259,27.38,54137.96,34.76,86.28,西藏自治区
20071,0.61,0.65,0.09,0.13,0.11,85.36,13.35,0.28,258.48,28.08,54647.55,34.78,86.45,西藏自治区
20072,0.63,0.67,0.09,0.13,0.11,84.4,10.91,-0.21,256.96,31.79,54964.68,34.81,86.61,西藏自治区
20073,0.64,0.68,0.09,0.13,0.11,84.21,10.35,0.24,256.35,33.25,54683.75,34.83,86.77,西藏自治区
20074,0.65,0.69,0.09,0.13,0.11,83.76,11.21,0.8,256.48,32.95,54657.73,34.85,86.93,西藏自治区
20075,0.66,0.7,0.09,0.13,0.12,83.2,11.1,0.98,256.39,34.55,55128.34,34.87,87.1,西藏自治区
20076,0.68,0.72,0.09,0.13,0.12,82.71,9.84,0.98,255.04,40,55447.38,34.9,87.26,西藏自治区
20077,0.69,0.74,0.09,0.12,0.12,82.4,9.76,1.83,254.56,42.07,55192.2,34.92,87.43,西藏自治区
20078,0.71,0.75,0.09,0.12,0.12,82.14,10.31,2.63,255.06,40.58,55235.3,34.94,87.59,西藏自治区
20079,0.72,0.77,0.09,0.12,0.12,81.87,9.99,1.6,254.61,41.74,55206.53,34.96,87.75,西藏自治区
20080,0.73,0.78,0.1,0.12,0.12,81.54,10.39,0.35,253.94,43.33,54723.55,34.99,87.92,西藏自治区
20081,0.74,0.79,0.1,0.12,0.12,81.29,10.23,-0.49,253.19,46.17,54836.87,35.01,88.08,西藏自治区
20082,0.77,0.82,0.1,0.12,0.12,81.38,8.18,0.35,252.43,47.85,54933.75,35.03,88.24,西藏自治区
20083,0.79,0.85,0.11,0.12,0.12,82.86,7.42,0.53,252.13,47.58,54144.9,35.05,88.41,西藏自治区
20084,0.8,0.85,0.11,0.11,0.12,83.28,9.38,0.4,251.73,46.09,53198.61,35.07,88.57,西藏自治区
20085,0.79,0.84,0.11,0.11,0.12,83.21,12.45,1.57,252.47,41.35,53042.93,35.09,88.74,西藏自治区
20086,0.78,0.83,0.11,0.11,0.12,83.63,14.49,2.77,254.3,32.72,53442.03,35.11,88.9,西藏自治区
20087,0.79,0.85,0.1,0.11,0.12,82.64,12.59,1.25,255.44,30.07,54514.91,35.13,89.06,西藏自治区
20088,0.85,0.91,0.11,0.11,0.12,80.73,8.52,4.21,253.61,38.32,55684.53,35.15,89.23,西藏自治区
20089,0.87,0.93,0.11,0.11,0.12,79.85,8.05,6.07,253.25,41.02,55696.54,35.17,89.39,西藏自治区
20090,0.86,0.91,0.11,0.11,0.12,79.71,10.87,5.13,253.84,36.8,55387.46,35.19,89.56,青海省
20091,0.84,0.89,0.11,0.11,0.12,80.84,12.42,1.99,254.92,33.01,55680.38,35.21,89.72,青海省
20092,0.85,0.9,0.11,0.11,0.12,79.73,12.07,-0.11,254.82,32.66,55865.57,35.23,89.89,青海省
20093,0.86,0.92,0.11,0.11,0.12,79.11,11.17,-1.31,253.61,35.57,55804.02,35.25,90.05,青海省
20094,0.89,0.95,0.11,0.11,0.12,78.58,9.49,-1.46,251.89,40.7,55920.11,35.27,90.22,青海省
20095,0.93,0.99,0.12,0.1,0.12,77.3,7.18,-0.86,250.24,45.71,56008.84,35.29,90.38,青海省
20096,0.97,1.03,0.12,0.1,0.12,78.71,5.35,-0.99,249.52,48.62,55911.32,35.31,90.55,青海省
20097,0.97,1.03,0.12,0.1,0.12,79.46,5.71,-1.75,249.39,47.64,55159.34,35.33,90.71,青海省
20098,0.97,1.03,0.12,0.1,0.12,78.94,9.32,-1.74,249.47,45.79,54196.8,35.34,90.88,青海省
20099,0.93,0.99,0.12,0.1,0.12,79.96,13.59,-0.46,251.12,38.12,54315.15,35.36,91.04,青海省
20100,0.91,0.97,0.11,0.1,0.12,80.27,13.96,0.45,252.71,33.54,55082.55,35.38,91.21,青海省
20101,0.92,0.97,0.11,0.1,0.12,79.98,11.75,0.27,252.05,34.15,54964.36,35.4,91.37,青海省
20102,0.9,0.95,0.11,0.1,0.12,80.16,12.79,0.14,251.24,36.49,54285.9,35.41,91.54,青海省
20103,0.88,0.93,0.11,0.1,0.12,81.46,16.01,0.42,252.66,31.27,54707.2,35.43,91.7,青海省
20104,0.86,0.91,0.1,0.09,0.12,82.26,16.09,-0.98,254.3,28.85,55503.21,35.45,91.87,青海省
20105,0.85,0.9,0.1,0.09,0.12,82.65,14.51,-1.95,254.27,31.46,55320.46,35.46,92.04,青海省
20106,0.83,0.87,0.1,0.09,0.12,84.54,14.45,-1.45,254.73,32.98,55327.75,35.48,92.2,青海省
20107,0.81,0.85,0.1,0.09,0.12,85.79,14.9,-0.93,256.29,31.7,56035.69,35.5,92.37,青海省
20108,0.81,0.85,0.1,0.09,0.12,85.49,14.58,-1.26,257.06,30.48,56579.43,35.51,92.53,青海省
20109,0.8,0.84,0.1,0.09,0.12,85.37,13.99,-0.98,256.97,32.18,56504.04,35.53,92.7,青海省
20110,0.8,0.84,0.1,0.09,0.12,85.26,13.91,-1,257.1,30.31,56808.62,35.54,92.86,青海省
20111,0.77,0.81,0.1,0.09,0.12,85.94,13.18,-2.42,258.61,30.86,57953.47,35.56,93.03,青海省
20112,0.77,0.81,0.1,0.09,0.12,84.01,11.26,-2.16,259.01,33.18,58422.82,35.58,93.2,青海省
20113,0.78,0.82,0.1,0.09,0.12,82.52,9.92,-1.04,257.94,36.09,57865.99,35.59,93.36,青海省
20114,0.78,0.83,0.1,0.09,0.12,81.15,10.26,-1.55,256.33,40.2,56764.57,35.6,93.53,青海省
20115,0.78,0.83,0.1,0.1,0.12,80.23,11.73,-2.21,255.27,42.32,55738.68,35.62,93.69,青海省
20116,0.79,0.83,0.1,0.13,0.12,81.38,12.31,-0.6,255.32,40.54,55571.73,35.63,93.86,青海省
20117,0.8,0.84,0.1,0.16,0.12,81.46,12.29,1.98,254.8,41.19,55296.94,35.65,94.03,青海省
20118,0.79,0.83,0.1,0.17,0.12,80.94,13.75,3.51,255.15,37.32,55356.53,35.66,94.19,青海省
20119,0.78,0.82,0.1,0.16,0.12,81.42,15.39,2.79,257.1,30.32,56406.88,35.68,94.36,青海省
20120,0.77,0.81,0.1,0.15,0.12,81.32,15.35,1.35,258.51,26.78,57265.8,35.69,94.53,青海省
20121,0.77,0.81,0.1,0.15,0.12,81.59,13.4,1.93,259.28,26.26,58074.91,35.7,94.69,青海省
